Timestamp,1. Age,2. Gender,3. Education,4. Daily internet usage,5. I spend a lot of time online daily,6. I frequently use social media.,"7. I use the internet for study, communication, and entertainment",8. I often use public Wi-Fi,"9. I download software, audio/video/images or files regularly",10. I know the cyber threats,11. I understand risks of unknown links,12. I know how sensitive information can be stolen,13. I know how the social media privacy settings,14. I know strong passwords are important,15. I know public Wi-Fi is risky,16. I know about computer viruses,17. I can spot suspicious messages,18. I know about ecommerce and online transaction,19. I know how to change privacy setting.,"20. I can identify fake software/Apps, websites and weblinks",21. I know how to secure my accounts,22. I know how to protect my personal information,23. I use strong passwords,24. I avoid unknown links.,"25. I don't share OTP, passwords and sensitive information to other",26. I update softwares / apps regularly,27. I use two-factor authentication (2FA) and secure privacy settings,28. I log-out the account from shared devices,29. I avoid unsafe downloads,30. I use antivirus and secure VPN,31. I share cyber knowledge to people who don't know about it.,"32. Even if I know risks, I ignore them.",33. I keep same password on multiple platforms,34. I click on links without checking them,35. I accept terms and conditions of software/apps without studying properly,36. Cybersecurity is not important for me,37. I receive suspicious messages or links,"38. I have faced cyber risks (fraud, scams, hacking)",39. Cyber incidents affected me or someone I know,40. I feel unsafe using the internet sometimes,41. Cybersecurity awareness is important,College name,Faculty,Scheme
12/06/2026 22:56:27,17,Male,11th,0-2 Hours,Strongly agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 22:56:38,17,Male,11th,0-2 Hours,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly disagree,Agree,Neutral,Strongly disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 22:58:15,16,Female,11th,0-2 Hours,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Agree,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 22:58:18,19,Male,11th,2-4 Hours,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Agree,Neutral,Agree,AVN,Bio Science,Technical
12/06/2026 23:00:54,17,Male,11th,4-6 Hours,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:01:34,16,Male,11th,2-4 Hours,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly Agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly Agree,AVN,Computer Science,Non-Technical
12/06/2026 23:02:30,16,Female,11th,0-2 Hours,Neutral,Agree,Agree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Agree,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:02:41,17,Female,11th,0-2 Hours,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:03:50,18,Male,11th,2-4 Hours,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,AVN,Computer Science,Non-Technical
12/06/2026 23:04:03,17,Male,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:04:23,17,Male,11th,More than 6 Hours,Strongly agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly disagree,Agree,Neutral,Disagree,Strongly disagree,Agree,Disagree,Neutral,Agree,,AVN,Bio Science,Technical
12/06/2026 23:05:43,18,Female,11th,4-6 Hours,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly Agree,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:05:52,18,Male,11th,2-4 Hours,Neutral,Neutral,Strongly Agree,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,AVN,Computer Science,Non-Technical
12/06/2026 23:06:23,18,Male,11th,2-4 Hours,Neutral,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:07:13,17,Female,11th,0-2 Hours,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:08:03,17,Male,11th,2-4 Hours,Strongly agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Neutral,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:08:40,17,Male,11th,0-2 Hours,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Neutral,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:10:08,18,Male,11th,2-4 Hours,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Strongly agree,Agree,Agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:10:09,17,Female,11th,2-4 Hours,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:11:35,17,Male,11th,0-2 Hours,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:12:19,18,Female,11th,2-4 Hours,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:13:20,17,Male,11th,2-4 Hours,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly Agree,Disagree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:14:00,18,Male,11th,2-4 Hours,Neutral,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:14:56,17,Male,11th,,Neutral,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:15:56,16,Female,11th,2-4 Hours,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:17:43,17,Female,11th,2-4 Hours,Strongly agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Stongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:18:22,17,Female,11th,2-4 Hours,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly Agree,AVN,Bio Science,Technical
12/06/2026 23:21:34,17,Female,11th,4-6 Hours,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,,Strongly Agree,Agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:25:49,16,Male,11th,More than 6 Hours,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:27:53,17,Female,11th,2-4 Hours,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,,Strongly agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:34:50,18,Female,11th,0-2 Hours,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly Agree,Stongly disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:36:36,18,Female,11th,2-4 Hours,Neutral,Neutral,Agree,Strongly disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:38:35,16,Male,11th,0-2 Hours,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:40:04,16,Male,11th,2-4 Hours,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:41:25,17,Male,11th,2-4 Hours,Agree,Agree,Strongly Agree,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:42:58,17,Female,11th,0-2 Hours,Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Strongly disagree,Neutral,Strongly agree,Agree,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:45:59,17,Female,11th,2-4 Hours,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:47:29,17,Female,11th,0-2 Hours,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:49:21,17,Female,11th,4-6 Hours,Agree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly agree,Strongly Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:51:36,16,Female,11th,0-2 Hours,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:53:29,16,Female,11th,0-2 Hours,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
12/06/2026 23:55:28,19,Female,11th,2-4 Hours,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly Agree,AVN,Bio Science,Non-Technical
